Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 746, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.54675160153512, Training Error = 0.28125
Iteration no. 747, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.45945239176787, Training Error = 0.20703125
Iteration no. 748, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48362877416866, Training Error = 0.259765625
Iteration no. 749, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.47668719224092, Training Error = 0.251953125
Iteration no. 750, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51600266155721, Training Error = 0.248046875
Testing... average test_loss = 0.92018127409741, average test_pred_err = 0.456
Iteration no. 751, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51131839200627, Training Error = 0.259765625
Iteration no. 752, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51764440231792, Training Error = 0.27734375
Iteration no. 753, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53113898489798, Training Error = 0.283203125
Iteration no. 754, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.5081940576024, Training Error = 0.2578125
Iteration no. 755, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52480633430746, Training Error = 0.271484375
Iteration no. 756, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53359143142905, Training Error = 0.310546875
Iteration no. 757, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52296358666656, Training Error = 0.267578125
Iteration no. 758, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51413958034727, Training Error = 0.283203125
Iteration no. 759, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53489663490033, Training Error = 0.2734375
Iteration no. 760, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53434430724442, Training Error = 0.275390625
Iteration no. 761, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.5192138493858, Training Error = 0.2578125
Iteration no. 762, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.55471300571686, Training Error = 0.27734375
Iteration no. 763, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52175834111962, Training Error = 0.25390625
Iteration no. 764, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52515026334181, Training Error = 0.275390625
Iteration no. 765, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51806271633904, Training Error = 0.271484375
Iteration no. 766, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49840739424573, Training Error = 0.25390625
Iteration no. 767, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.5268752004506, Training Error = 0.2578125
Iteration no. 768, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51941041231681, Training Error = 0.26953125
Iteration no. 769, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50021921768922, Training Error = 0.25390625
Iteration no. 770, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.4905992775102, Training Error = 0.248046875
Iteration no. 771, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51864846086796, Training Error = 0.26953125
Iteration no. 772, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50883922413892, Training Error = 0.25390625
Iteration no. 773, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49093181936965, Training Error = 0.25390625
Iteration no. 774, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50736141897333, Training Error = 0.2578125
Iteration no. 775, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50315142202934, Training Error = 0.25
Iteration no. 776, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51185272035589, Training Error = 0.287109375
Iteration no. 777, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.47787964848209, Training Error = 0.234375
Iteration no. 778, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51046367427903, Training Error = 0.27734375
Iteration no. 779, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.46334163692868, Training Error = 0.234375
Iteration no. 780, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51900346251395, Training Error = 0.279296875
Iteration no. 781, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49260176134147, Training Error = 0.2421875
Iteration no. 782, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51875180628876, Training Error = 0.24609375
Iteration no. 783, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51814665711445, Training Error = 0.279296875
Iteration no. 784, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51805805041463, Training Error = 0.25390625
Iteration no. 785, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50618518182181, Training Error = 0.251953125
Iteration no. 786, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49491796156397, Training Error = 0.2421875
Iteration no. 787, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50117897240064, Training Error = 0.251953125
Iteration no. 788, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52901826662962, Training Error = 0.267578125
Iteration no. 789, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53380559239016, Training Error = 0.2734375
Iteration no. 790, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53089921826256, Training Error = 0.279296875
Iteration no. 791, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.47409948403792, Training Error = 0.240234375
Iteration no. 792, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49086847243742, Training Error = 0.251953125
Iteration no. 793, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50426884715161, Training Error = 0.24609375
Iteration no. 794, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.47498912118568, Training Error = 0.232421875
Iteration no. 795, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48592645439359, Training Error = 0.240234375
Iteration no. 796, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52501919724599, Training Error = 0.283203125
Iteration no. 797, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49254338359768, Training Error = 0.244140625
Iteration no. 798, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51790058494296, Training Error = 0.248046875
Iteration no. 799, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.4921577610491, Training Error = 0.23828125
Iteration no. 800, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48293845936184, Training Error = 0.240234375
Testing... average test_loss = 0.91701670100134, average test_pred_err = 0.462
Snapshotting C_model... done
Iteration no. 801, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.48493077752156, Training Error = 0.248046875
Iteration no. 802, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51304112115064, Training Error = 0.251953125
Iteration no. 803, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51583499411243, Training Error = 0.2734375
Iteration no. 804, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.53113953617504, Training Error = 0.28125
Iteration no. 805, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.48977474263768, Training Error = 0.240234375
Iteration no. 806, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52038963884103, Training Error = 0.2734375
Iteration no. 807, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.53362398776675, Training Error = 0.2578125
Iteration no. 808, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.54265381037704, Training Error = 0.28515625
Iteration no. 809, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52980892071795, Training Error = 0.267578125
Iteration no. 810, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.50446750321673, Training Error = 0.2578125
Iteration no. 811, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51628358792373, Training Error = 0.255859375
Iteration no. 812, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51389240769483, Training Error = 0.25390625
Iteration no. 813, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49447829489476, Training Error = 0.25
Iteration no. 814, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52952976598157, Training Error = 0.275390625
Iteration no. 815, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.4874950823217, Training Error = 0.20703125
Iteration no. 816, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.4695293602337, Training Error = 0.220703125
Iteration no. 817, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49072848607561, Training Error = 0.232421875
Iteration no. 818, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52992796213481, Training Error = 0.296875
Iteration no. 819, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.5451750681446, Training Error = 0.275390625
Iteration no. 820, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.50546704138115, Training Error = 0.24609375
Iteration no. 821, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52921563506978, Training Error = 0.279296875
Iteration no. 822, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51364028982586, Training Error = 0.25
Iteration no. 823, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52308968014251, Training Error = 0.283203125
Iteration no. 824, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51484888628012, Training Error = 0.265625
Iteration no. 825, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49197783547129, Training Error = 0.224609375
Iteration no. 826, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52258872807301, Training Error = 0.267578125
Iteration no. 827, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.4762256256513, Training Error = 0.205078125
Iteration no. 828, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.46623861078322, Training Error = 0.2265625
Iteration no. 829, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51004859951157, Training Error = 0.275390625
Iteration no. 830, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51736481934497, Training Error = 0.26171875
Iteration no. 831, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.46768594112694, Training Error = 0.220703125
Iteration no. 832, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.5091413373055, Training Error = 0.2578125
Iteration no. 833, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.48237818254912, Training Error = 0.23828125
Iteration no. 834, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52640402906143, Training Error = 0.25
Iteration no. 835, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.50265630939911, Training Error = 0.265625
Iteration no. 836, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49579352944567, Training Error = 0.25
Iteration no. 837, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49607922764955, Training Error = 0.251953125
Iteration no. 838, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.5106518260663, Training Error = 0.251953125
Iteration no. 839, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51798493908794, Training Error = 0.26953125
Iteration no. 840, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.4918382361651, Training Error = 0.234375
Iteration no. 841, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.55035359933998, Training Error = 0.2734375
Iteration no. 842, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.53173282634139, Training Error = 0.2578125
Iteration no. 843, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.54371694775121, Training Error = 0.3046875
Iteration no. 844, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52899603202947, Training Error = 0.27734375
Iteration no. 845, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.50808201631632, Training Error = 0.25
Iteration no. 846, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52043563960659, Training Error = 0.2734375
Iteration no. 847, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.4905882628885, Training Error = 0.224609375
Iteration no. 848, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.5203912052344, Training Error = 0.265625
Iteration no. 849, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.47564132693, Training Error = 0.25
Iteration no. 850, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.52475993816357, Training Error = 0.26953125
Testing... average test_loss = 0.9440602351324, average test_pred_err = 0.483
Iteration no. 851, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49766739317845, Training Error = 0.2421875
Iteration no. 852, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.50128010592782, Training Error = 0.265625
Iteration no. 853, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.46523476619941, Training Error = 0.21875
Iteration no. 854, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.49884996285513, Training Error = 0.25
Iteration no. 855, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51965737864319, Training Error = 0.26171875
Iteration no. 856, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.53461227816336, Training Error = 0.2890625
Iteration no. 857, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.53288086459182, Training Error = 0.2734375
Iteration no. 858, lr = 0.11529602, attribute lr =0.0011529602, average batch_loss = 0.51694331625428, Training Error = 0.2578125
